sent_id	sentence
3872	Finally , red wine was too sour .
3873	I was very disappointing and I will n't come back .
3874	I just ate in your restaurant this evening .
3875	The meal was horrible .
3876	To start with the seafood salad was n't fresh .
3877	The beef steak was too oily .
3878	I have had the apple pie for dessert .
3879	This one was too sweet , and even red wine and coffee did n't change my disappointing .
3880	I have left your restaurant like an unhappy customer .
3881	Respected manager , last evening I had the dinner in your restaurant , and it was terrible .
3882	Firstly , the salad was n't fresh and it was very salty .
3883	Secondly , the main course - deep fried fish was very oily and the bad taste .
3884	Finaly , I waited dessert too much , and waiter was impolite .
3885	I hope , you will take the necessary steps to improve service .
3886	9th Desember I just ate at the restaurant .
3887	All of the meal was horrible .
3888	The salad was not fresh and the steak was overroasted .
3889	I could n't eat anything !
3890	Red wine was sour .
3891	Also the dessert was too sweet and coffee was bitter .
3892	I am very unhappy and I will n't come back !
3893	12th July I just ate at the restaurant .
3894	The meal was terrible .
3895	The salad was n't fresh and the fried fish was oily and overcooked .
3896	Also the red vine was sour and the coffee was too bitter .
3897	Even the bread was n't bland , but It was too salty .
3898	I am very unhappy and I won’t come back .
3899	Yesterday , we visited your restaurant awful and were very disappointed with the taste of your dishes .
3900	Salads were all oiled and overshoot the mark .
3901	The main dish was the steak as a base of Army boots .
3902	A pie with liver would be better if you eat it yourself !
3903	Successful development of your business you operate only in the Soviet canteen !
3904	Horrible is not welcome .
3905	Your customers Ivan da Marya !
3906	The 13th of Dec 2011 .
3907	it was bitter and had fermented .
3908	I even did n't try to drink coffee .
3909	I 'll never come back here .
3910	I 'm Levitskiy Sergey and today all meals of my order was terrible .
3911	Firstly , I ate main course .
3912	it was deep fried fish .
3913	It was overcooked and very-very dry .
3914	I tried to eat that , but I can n't.
3915	Secondly , I tried to eat my chocolate ice-cream but it was too sour and not sweet at all .
3916	I drunk wine and it was horrible .
3917	To start with my soup was very salty and too spicy .
3918	The fish was very oily and very salty .
3919	The fresh salad was not fresh .
3920	The wine was sour .
3921	My dessert apple pie was very sweet .
3922	The coffee was bitter .
3923	The always food was horrible .
3924	It was not healthy for me .
3925	It was very disappointing .
3926	25 July I ate at your resturant yesterday .
3927	It was terrible .
3928	I ate not fresh salad .
3929	Stake was oily .
3930	Dessert was too sweet .
3931	Red wine was sour .
3932	At last , coffee was bitter .
3933	I just ate in your restaurant this weekend and I have to complain because the food was horrible .
3934	To start with my soup was very spicy and salty .
3935	Then I had the steak which was tough .
3936	On dessert I had the apple pie wich was disgusting .
3937	my red wine was too sour and the coffee was bitter .
3938	It was disappointing .
3939	I ate a soup a starter .
3940	It was terrible - it was very salt .
3941	A main course I ate chips .
3942	The chips were very oily for my taste .
3943	I drank coffee .
3944	it was very bitter .
3945	I 've not any sugar .
3946	And the red wine was very sour .
3947	All of my meal was horrible .
3948	11Th , June I just ate in your restaraunt and I have to complain , because all meal was terrible !
3949	First , a salad was bland and not fresh .
3950	In addition , it was salty .
3951	Second , a steak was overcooking and very oily , so I can n't eat this !
3952	Thirdly , I would like to drank red wine , but your waiter brought me a white wine , and did n't replace it .
3953	Finally , a coffee was to bitter .
3954	I 'm very disappointing .
3955	I never come again to your restaurant .
3956	8th January I had dinner in your restaurant and I 'd dissapointed .
3957	All of my meal was horrible .
3958	I ate main course and dessert , drank wine and coffee .
3959	Fish with French fries was overcooked and brown .
3960	Dessert was sour and not fresh !
3961	Your red wine was not wine - it 's was disqusting water !
3962	And finally , coffee was bitter !
3963	I usually think positively so I write such homeworks from the third person .
3964	10/09/2011 Cafe Camomile Dear Sirs .
3965	Ivan asked me to complain of the horrible dinner in your cafe he had last evening .
3966	He 's at the hospital right now because his stomach was upset .
3967	He said it was strange smell inside but he was so hungry that did n't pay much attention to .
3968	The fried fish was too oily and overcooked .
3969	The coffee was too sweety and the apple cake was stale .
3970	You will get used to the situations and overcome your fear .
3971	Please think it over .
3972	We need you in our office .
3973	I hear you want to resign your job and I understand your condition such as breathing problems , racing heart and sweating .
3974	But I think you do not need to quit .
3975	There are several solutions to your problems .
3976	You are saying you cannot take a subway because you are afraid of confined spaces .
3977	It is easy .
3978	You could move to the place you can walk to work so that you do not take a subway as before .
3979	I recommend to see a therapist of CBT .
3980	You will be trained to think in a more positive and rational way .
3981	Cognitive Behavioral Therapy -LRB- CBT -RRB- CBT trains the patient 's mind towards a more positive and rational way of thinking so that they no longer feel anxious about enclosed spaces .
3982	Medication Drug treatments available from a doctor can help to return the patient 's mental and physical status to its normal rate .
3983	So I want you come back .
3984	your friend , Shigeo
